question,gold_answer,KG answer,taxonomy_label,method,source
How old are the actors of the main cast of Lost today,"[['Naveen Andrews', '54'], ['Emilie de Ravin', '41'], ['Matthew Fox', '57'], ['Jorge Garcia', '50'], ['Maggie Grace', '40'], ['Josh Holloway', '54'], ['Malcolm David Kelley', '31'], ['Daniel Dae Kim', '55'], ['Yunjin Kim', '49'], ['Evangeline Lilly', '44'], ['Dominic Monaghan', '44'], [""Terry O'Quinn"", '71'], ['Harold Perrineau', '60'], ['Ian Somerhalder', '44'], ['Adewale Akinnuoye-Agbaje', '56'], ['Michelle Rodriguez', '45'], ['Cynthia Watros', '55'], ['Henry Ian Cusick', '56'], ['Michael Emerson', '69'], ['Elizabeth Mitchell', '53'], ['Kiele Sanchez', '45'], ['Rodrigo Santoro', '48'], ['Jeremy Davies', '53'], ['Ken Leung', '53'], ['Rebecca Mader', '46'], ['Néstor Carbonell', '55'], ['Jeff Fahey', '70'], ['Zuleikha Robinson', '46'], ['Sam Anderson', '76'], ['François Chau', '63'], ['Fionnula Flanagan', '81'], ['John Terry', '73'], ['Sonya Walger', '49']]","Adewale Akinnuoye-Agbaje|Adewale Akinnuoye-Agbaje (lang:en)|58
Alan Dale|Alan Dale (lang:en)|78
Alexandra Krosney|Alexandra Krosney (lang:en)|38
Andrew Divoff|Andrew Divoff (lang:en)|70
Anthony Azizi|Anthony Azizi (lang:en)|56
...|...|...
Veronica Hamel|Veronica Hamel (lang:en)|82
William Mapother|William Mapother (lang:en)|61
Yunjin Kim|Yunjin Kim (lang:en)|52
Zoë Bell|Zoë Bell (lang:en)|47
Zuleikha Robinson|Zuleikha Robinson (lang:en)|48",Different answer,LLM-as-a-judge,Monaco_time
"What is the total amount of people in the city with the call sign DXKO , which is served by Kalayaan Broadcasting System , Inc. Gold FM station","169,393",741617.0,Different answer,LLM-as-a-judge,OTT_QA_dev
when was the last time america hosted the summer olympics,Salt Lake City,1996,Different answer,LLM-as-a-judge,NQ_table
What prestigious awards have been won by each of the past four Savilian Professors of Astronomy,"[['Shaw Prize', 'Royal Society Wolfson Research Merit Award', 'Eddington Medal', 'IOP Dirac Medal'], ['Sloan Research Fellow', 'Guggenheim Fellow', 'Fellow of the American Physical Society', 'Fellow of the Royal Society', 'Inclusion in the American Academy of Arts and Sciences', 'Gold Medal of the Royal Astronomical Society', 'Balzan Prize for his works on the early Universe', 'Member of the US National Academy of Sciences', 'Henry Norris Russell Lectureship', 'Gruber Prize in Cosmology with Nicholas Kaiser for their seminal contributions to the theory of cosmological structure formation and probes of dark matter', 'Fellow of the American Astronomical Society', 'Nick Kylafis Lecturer'], ['Maxwell Medal', 'Prize of the Institute of Physics', 'Fellow of the Royal Society (FRS)', 'Bodossaki Foundation Academic and Cultural Prize for Astrophysics', 'Robinson Prize in Cosmology', 'Dannie Heineman Prize for Astrophysics', 'Gruber Prize in Cosmology', 'Nemitsas Prize in Physics', 'Hughes Medal of the Royal Society', 'Gold Medal of the Royal Astronomical Society'], ['{}']]","David Gregory|David Gregory (lang:en)|Fellow of the Royal Society|Fellow of the Royal Society (lang:en)
John Keill|John Keill (lang:en)|Fellow of the Royal Society|Fellow of the Royal Society (lang:en)
James Bradley|James Bradley (lang:en)|Fellow of the Royal Society|Fellow of the Royal Society (lang:en)
William Fishburn Donkin|William Fishburn Donkin (lang:en)|Fellow of the Royal Society|Fellow of the Royal Society (lang:en)
James Bradley|James Bradley (lang:en)|Copley Medal|Copley Medal (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
What is the length of the burnout song of the album Dookie?,2:07,128.0,Different answer,LLM-as-a-judge,CompMix_table
who sings that aint no way to go,Brooks & Dunn,Aretha Franklin,Different answer,LLM-as-a-judge,NQ_table
which film won the oscar for best animated feature in 2007,Ratatouille,Happy Feet|Happy Feet (lang:en),Different answer,LLM-as-a-judge,NQ_table
"The console video game localized by Aksys Games that was released on October 6 , 2016 by Arc System Works had whom as the main protagonist",Ragna,Noel Vermillion|Noel Vermillion (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
how many kilometers of great wall of china,"21,196 km",21195.0,Different answer,LLM-as-a-judge,NQ_table
Who was the head coach of Brazil's 2020 men's Olympic football team,André Jardine,"Dunga|Dunga (lang:en)
Mano Menezes|Mano Menezes (lang:en)",Different answer,LLM-as-a-judge,CompMix_infobox
What is the translated title of the Danish court in which people or other entities who can not repay debts to creditors can seek relief,The Agent,Danish Debt Collection Agency (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
Who was interested in the novel Emma?,Northanger Abbey,"Jim O'Hanlon|Jim O'Hanlon (lang:en)
Eric Fellner|Eric Fellner (lang:en)
Tim Bevan|Tim Bevan (lang:en)
Sue Birtwistle|Sue Birtwistle (lang:en)
Autumn de Wilde|Autumn de Wilde (lang:en)
...|...
Rajshree Ojha|Rajshree Ojha (lang:en)
Rhea Kapoor|Rhea Kapoor (lang:en)
Sunil Manchanda|Sunil Manchanda (lang:en)
Twink Caplan|Twink Caplan (lang:en)
Graham Broadbent|Graham Broadbent (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
when did the lion king start on broadway,Broadway,1997-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What is the genre of the TV series Cursed composer Jeff Russo,Rock music,"adventure television series (lang:en)
teen drama television (lang:en)
fantasy television series (lang:en)",Different answer,LLM-as-a-judge,CompMix_infobox
What was the cause of death of the only NYU Law graduate listed with military service that was a Member of the US House of Representatives,plane crash,"heart failure (lang:en)
amyotrophic lateral sclerosis (lang:en)",Different answer,LLM-as-a-judge,OTT_QA_dev
what was the last episode of the flash,The Elongated Knight Rises,"A New World, Part Four",Different answer,LLM-as-a-judge,NQ_table
when was the last time a hurricane hit the uk,autumn of 2017,1987-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
what is the number one movie in the usa,Jumanji: Welcome to the Jungle,Hidden Figures|Hidden Figures (lang:en),Different answer,LLM-as-a-judge,NQ_table
What is the book name followed by the book To the Lighthouse,Orlando: A Biography,The New Dress|The New Dress (lang:en),Different answer,LLM-as-a-judge,CompMix_infobox
Where did the person die who has a eponymous street in Metro Manila square named after them in a district that is a significant center of finance,"Fort Leavenworth , Kansas",Boston (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
who is the director of FC Barcelona team?,Mateu Alemany,Hansi Flick|Hansi Flick (lang:en),Different answer,LLM-as-a-judge,CompMix_table
What films did Tom Hanks appear in between 1985 and 2015,"['The Man with One Red Shoe', 'Volunteers', 'The Money Pit', 'Nothing in Common', 'Every Time We Say Goodbye', 'Dragnet', 'Big', 'Punchline', ""The 'Burbs"", 'Turner & Hooch', 'Joe Versus the Volcano', 'The Bonfire of the Vanities', 'Radio Flyer', 'A League of Their Own', 'Sleepless in Seattle', 'Philadelphia', 'Forrest Gump', 'Apollo 13', 'Toy Story', 'That Thing You Do!', 'Saving Private Ryan', ""You've Got Mail"", 'Toy Story 2', 'The Green Mile', 'Cast Away', 'Road to Perdition', 'Catch Me If You Can', 'The Ladykillers', 'The Terminal', 'The Polar Express', 'The Da Vinci Code', ""Charlie Wilson's War"", 'The Great Buck Howard', 'Angels & Demons', 'Toy Story 3', 'Larry Crowne', 'Extremely Loud & Incredibly Close', 'Cloud Atlas', 'Captain Phillips', 'Saving Mr. Banks', 'Bridge of Spies']","Volunteers|Volunteers (lang:en)
The Man with One Red Shoe|The Man with One Red Shoe (lang:en)
The Money Pit|The Money Pit (lang:en)
The Money Pit|The Money Pit (lang:en)
Nothing in Common|Nothing in Common (lang:en)
...|...
And the Oscar Goes To...|And the Oscar Goes To... (lang:en)
I Really Like You|I Really Like You (lang:en)
Bridge of Spies|Bridge of Spies (lang:en)
Bridge of Spies|Bridge of Spies (lang:en)
Ithaca|Ithaca (lang:en)",Different answer,LLM-as-a-judge,Monaco_non_time
"What is the name of the Montserrat sport with a 1982 record in female athletics , involving a person throwing a heavy bar as far as possible",Shot put,weight throw for height (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
What was the first nickname of the rider who was first place in the Men 's 4X in 2003 UCI Mountain Bike World Cup,The Golden Child,Brian Thomas Lopes (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
"When did the hometown of the tallest player who left Syracuse Orange men 's soccer team in 2019 , officially become a major city",1915,St. Louis (lang:en)|1764-01-01T00:00:00Z,Different answer,LLM-as-a-judge,OTT_QA_dev
What is the name of the team he initially played on?,Sporting de Gijón B,Newell's Old Boys|Newell's Old Boys (lang:en),Different answer,LLM-as-a-judge,CompMix_table
Where was the aircraft developed where the opponent of George Augustus Vaughn Jr. was the premier important unique design of Pfalz Flugzeugwerke in WW 1,the Royal Aircraft Factory,Speyer (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
where is the 7th game of the world series played,"Dodger Stadium, Los Angeles","Częstochowa (lang:en)
Maasland (lang:en)
Essey-lès-Nancy (lang:en)
Strandvägen (lang:en)
Mainz (lang:en)
...
J. Paul Getty Museum (lang:en)
Semipalatinsk Test Site (lang:en)
Avantis (lang:en)
Best (lang:en)
Naarden (lang:en)",Different answer,LLM-as-a-judge,NQ_table
Who is the head coach of the United States men's national soccer team,Gregg Berhalter,Mauricio Pochettino,Different answer,LLM-as-a-judge,CompMix_infobox
what is the longest panic at the disco song title,"""There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought Of It Yet""",Don't Threaten Me with a Good Time|Don't Threaten Me with a Good Time (lang:en),Different answer,LLM-as-a-judge,NQ_table
What are the different extinct dog breeds ?,Alaunt | Alpine Mastiff | Belgian Mastiff | Blue Paul Terrier | Braque Dupuy | Bull and terrier | Bullenbeisser | Chien-gris | Chiribaya Dog | Cordoba Fighting Dog | Cumberland Sheepdog | Cur | Dalbo dog | Dogo cubano | English Water Spaniel | English White Terrier | Fila da Terceira | Hare Indian Dog | Hawaiian Poi Dog | Kurī | Lapponian Shepherd | Limer | Marquesan Dog | Moscow Water Dog | Norfolk Spaniel | North Country Beagle | Old Croatian Sighthound | Old English Bulldog | Old Spanish Pointer | Paisley Terrier | Polynesian Dog | Rache | Rastreador Brasileiro | Russian Tracker | [[St. Johns water dog|St Johns water dog]] | Sakhalin Husky (Karafuto Ken in Japan) | Salish Wool Dog | Southern Hound | Staghound | Tahitian Dog | Talbot Hound | Toy Bulldog | Toy Trawler Spaniel | Turnspit dog | Tweed Water Spaniel | Welsh Hillman,wd:Q136823142|,Different answer,LLM-as-a-judge,Qampari_wikitables
Which body systems are stressed during the August 2016 event which requires two laps around a 400m track and Laura Ikauniece earned a personal best,aerobic and anaerobic,"cardiovascular system|cardiovascular system (lang:en)
semi-minor axis|semi-minor axis (lang:en)
Lampertswalde|Lampertswalde (lang:en)",Different answer,LLM-as-a-judge,OTT_QA_dev
who is the original singer of you re going to love me,Jennifer Holliday,Passpo,Different answer,LLM-as-a-judge,NQ_table
what is the largest city in the united states per square mile,Sitka,Rapid City|Rapid City (lang:en)|1209726.473361,Different answer,LLM-as-a-judge,NQ_table
what is the name of the last episode of spongebob,"""Bottle Burglars""",The Green Tentacle/Happy Krabby Birthday|The Green Tentacle/Happy Krabby Birthday (lang:en),Different answer,LLM-as-a-judge,NQ_table
Who was the Head coach of the soccerUnited States men's national soccer team,Gregg Berhalter,Mauricio Pochettino|Mauricio Pochettino (lang:en),Different answer,LLM-as-a-judge,CompMix_infobox
What was the first show to win the Outstanding Multi-Camera Picture Editing for a Comedy Series award,The Adams Chronicles,How I Met Your Mother|How I Met Your Mother (lang:en)|2012-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
who won the 2017 sports personality of the year,Mo Farah,"Anne, Princess Royal|Anne, Princess Royal (lang:en)",Different answer,LLM-as-a-judge,NQ_table
What is the nickname of the team that Stephen Nicol scored against in a 2 - 2 draw during the 1983–84 Liverpool F.C . season in League Cup,The owls,Τα Κριάρια (lang:el),Different answer,LLM-as-a-judge,OTT_QA_dev
how many students attend university of texas at austin,"51,331",40804.0,Different answer,LLM-as-a-judge,NQ_table
which material is the heaviest in term of density,Osmium,micro black hole|micro black hole (lang:en),Different answer,LLM-as-a-judge,NQ_table
What is the works in the collection of the Black Flag music band,Museum of Modern Art,"Louie Louie / Damaged 1|Louie Louie / Damaged 1 (lang:en)
Louie Louie|Louie Louie (lang:en)
Six Pack|Six Pack (lang:en)
Slip It In|Slip It In (lang:en)
Slip It In|Slip It In (lang:en)
...|...
Wasted…Again|Wasted…Again (lang:en)
Jealous Again|Jealous Again (lang:en)
Live at the On Broadway 1982|Live at the On Broadway 1982 (lang:en)
My War|My War (lang:en)
Damaged|Damaged (lang:en)",Different answer,LLM-as-a-judge,CompMix_infobox
who was first governor general of british india,Louis Mountbatten,Agostinho da Anunciação|Agostinho da Anunciação (lang:en)|1691-01-09T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What color kits did the Isle of Man Premier League football club have that played on an amateur level in the 99th league competition,amber and black kits,"Rushen United F.C. (lang:en)|
Peel A.F.C. (lang:en)|
Pulrose United A.F.C. (lang:en)|
Douglas and District F.C. (lang:en)|
Union Mills F.C. (lang:en)|
...|...
Ayre United A.F.C. (lang:en)|
St Marys A.F.C. (lang:en)|
Northern Athletic A.F.C. (lang:en)|
Ramsey Youth Centre and Old Boys F.C. (lang:en)|
Laxey A.F.C. (lang:en)|",Different answer,LLM-as-a-judge,OTT_QA_dev
What natural areas are natural study areas ?,San Luis Hills | Black Canyon | Gooding City of Rocks East | Gooding City of Rocks West | Little City of Rocks | Shale Butte | Sleeping Giant/Sheep Creek,"2005725 Biotopskydd 2002:708|2005725 Biotopskydd 2002:708 (lang:en)
2005732 Biotopskydd 2005:437|2005732 Biotopskydd 2005:437 (lang:en)
2005765 Biotopskydd 2004:340|2005765 Biotopskydd 2004:340 (lang:en)
2005780 Biotopskydd 2006:23|2005780 Biotopskydd 2006:23 (lang:en)
2005782 Biotopskydd 2005:610|2005782 Biotopskydd 2005:610 (lang:en)
...|...
Zwischen Schwand und Gürmschbach|Zwischen Schwand und Gürmschbach (lang:en)
Zwischen Wagliseichnubel und Ghack|Zwischen Wagliseichnubel und Ghack (lang:en)
Заповедник ""Нургуш""|Заповедник ""Нургуш"" (lang:en)
Заповедник ""Пинежский""|Заповедник ""Пинежский"" (lang:en)
Заповедник ""Усть-Ленский""|Заповедник ""Усть-Ленский"" (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
What was the final album the Beatles produced?,Let it Be,The Beatles' Christmas Album|The Beatles' Christmas Album (lang:en),Different answer,LLM-as-a-judge,CompMix_table
when was the last time an american won the new york marathon,2017,1970|Gary Muhrcke (lang:en),Different answer,LLM-as-a-judge,NQ_table
which is the tallest building in the world 2018,Burj Khalifa,Opera Nova|3419.0|Opera Nova (lang:en),Different answer,LLM-as-a-judge,NQ_table
most passing yards in nfl history in a game,554,Norm Van Brocklin|Norm Van Brocklin (lang:en),Different answer,LLM-as-a-judge,NQ_table
who is the oldest wrestler that is still wrestling,Dory Funk Jr.,Muharrem Candaş|Muharrem Candaş (lang:en)|1921,Different answer,LLM-as-a-judge,NQ_table
where is dia de los muertos celebrated in mexico,October 31,"Jalisco (lang:en)
Mexico City (lang:en)
Nuevo León (lang:en)
Oaxaca (lang:en)
Sonora (lang:en)
...
Hidalgo (lang:en)
Campeche (lang:en)
Tabasco (lang:en)
State of Mexico (lang:en)
Tlaxcala (lang:en)",Different answer,LLM-as-a-judge,NQ_table
This question is about a 2016 song called `` Start Again '' that is unrelated to the 2016 film/series `` Start Again '' that Go Woo-ri starred in .,Kylie Minogue,You Can't Make a Silk Purse Out of a Sow's Ear: Time to Start Again with MCI Triage|You Can't Make a Silk Purse Out of a Sow's Ear: Time to Start Again with MCI Triage (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
What was Black Eyed Peas' debut album after being signed by Interscope Records,Behind the Front,Fallin' Up/¿Que Dices?|Fallin' Up/¿Que Dices? (lang:en),Different answer,LLM-as-a-judge,CompMix_table
What was the nickname of the soccer United States men's national soccer team,Stars and Stripes The Yanks,"EUA (lang:ca)
SUA (lang:ro)
USA (lang:en)
ЗША (lang:be-tarask)",Different answer,LLM-as-a-judge,CompMix_infobox
what is the current mac os operating system,10.13.4,13.6.9,Temporal changes,LLM-as-a-judge,NQ_table
how many seasons of goliath are there on amazon,1,4,Temporal changes,LLM-as-a-judge,NQ_table
what is the rank of pakistan in population,5,12,Temporal changes,LLM-as-a-judge,NQ_table
How many matches did Thibaut Courtois played for Belgium national team,94,107,Temporal changes,LLM-as-a-judge,CompMix_table
